ID	音频	转写结果	标注文本	CER(%)
331	pos/cmd_331.wav	变成日常模式， 灯光常亮冷色调。	变成日常模式灯光常亮冷色调	0.00
332	pos/cmd_332.wav	灯光全开。	灯光全开	0.00
333	pos/cmd_333.wav	空调二十六度， 风度风速最小。	空调二十六度风度风速最小	0.00
334	pos/cmd_334.wav	打开茶室空调。	打开茶室空调	0.00
335	pos/cmd_335.wav	暂停卷帘。	暂停卷帘	0.00
336	pos/cmd_336.wav	呃， 这个这个我们等会可以帮你做关闭。	呃这个这个我们等会可以帮你连做关闭	5.88
337	pos/cmd_337.wav	十一点三十一分。	十一点三十一分	0.00
338	pos/cmd_338.wav	打开空调， 空调的温度调到二十四最低风速。 打开窗帘灯的色温调暖一点。 打开图灵烟机。 打开图灵烤箱。	打开空调空调的温度调到二十四最低风速打开窗帘灯的色温调暖一点打开图灵烟机打开图灵烤箱	0.00
339	pos/cmd_339.wav	把所有灯打开。	把所有灯打开	0.00
340	pos/cmd_340.wav	用餐模式，	用餐模式	0.00
341	pos/cmd_341.wav	色调帮我调成那个色调。	色调帮我调成冷色调	22.22
342	pos/cmd_342.wav	打开抽油烟机，	打开抽油烟机	0.00
343	pos/cmd_343.wav	呃， 我要做饭了。	呃我要做饭了	0.00
344	pos/cmd_344.wav	音乐关闭。	音乐关闭	0.00
345	pos/cmd_345.wav	空调二十六摄氏度。	空调二十六摄氏度	0.00
346	pos/cmd_346.wav	微蒸烤箱关机。	微蒸烤箱关机	0.00
347	pos/cmd_347.wav	关闭全部灯光。	关闭全部灯光	0.00
348	pos/cmd_348.wav	打开会客模式。	打开会客模式	0.00
349	pos/cmd_349.wav		呃吃饭了	100.00
350	pos/cmd_350.wav	恢复正常模式。	恢复正常模式	0.00
351	pos/cmd_351.wav	关窗帘关空调， 关灯。	关窗帘关空调关灯	0.00
352	pos/cmd_352.wav	声音调大一点啊。	声音调大一点	16.67
353	pos/cmd_353.wav	打开灶， 打开烟机，	打开灶打开烟机	0.00
354	pos/cmd_354.wav	把舒适专家的灯光亮度调到百分之十。	把舒适专家的灯光亮度调到百分之十	0.00
355	pos/cmd_355.wav	呃， 太亮了。	呃太亮了	0.00
356	pos/cmd_356.wav	窗帘停下。	窗帘停下	0.00
357	pos/cmd_357.wav	温度调到三十度。	温度调到三十度	0.00
358	pos/cmd_358.wav	呃， 关闭油烟机。	呃关闭油烟机	0.00
359	pos/cmd_359.wav	完全关闭窗帘。	完全关闭窗帘	0.00
360	pos/cmd_360.wav	我出门了。	我出门了	0.00
361	pos/cmd_361.wav	拉上窗帘。	拉上窗帘	0.00
362	pos/cmd_362.wav	帮我预约十四点洗衣服。	帮我预约十四点洗衣服	0.00
363	pos/cmd_363.wav	灯光有点亮。	灯光有点亮	0.00
2000	pos/cmd_2000.wav	势必会节占产业经济发展空间。 此时，	播放盖世音雄原创音乐	150.00
2001	pos/cmd_2001.wav	的给我讲万事修雄。 杜月笙。	给我讲乱世枭雄杜月笙	40.00
2002	pos/cmd_2002.wav	百三十五千零六点。	开屏幕	266.67
2003	pos/cmd_2003.wav	打开热风。	打开热风	0.00
2004	pos/cmd_2004.wav	关掉指控和证明。	关掉智控温	80.00
2005	pos/cmd_2005.wav	一会空调二十度。	空调二十度	40.00
2006	pos/cmd_2006.wav	开屏幕第二个，	开屏幕	100.00
2007	pos/cmd_2007.wav	风速调最小，	风速调最小	0.00
2008	pos/cmd_2008.wav	这是份权限的模式。	打开节能模式	100.00
2009	pos/cmd_2009.wav	请你把空调，	低速风	166.67
2010	pos/cmd_2010.wav	是谁轻易骗？	把空调关闭	100.00
2011	pos/cmd_2011.wav	打开左右搜风。	打开左右扫风	16.67
2012	pos/cmd_2012.wav	我的流量攻击播放播放。	锋言疯语我想听	142.86
2013	pos/cmd_2013.wav	播放十大样板戏精选集。	播放十大样板戏精选集	0.00
2014	pos/cmd_2014.wav	便秘适宜吃什么？	便秘适宜吃什么	0.00
2015	pos/cmd_2015.wav	科技有意思， 我想听。	科技有意思我想听	0.00
2016	pos/cmd_2016.wav	打开视频模式。	打开睡眠模式	33.33
2017	pos/cmd_2017.wav	空茶经典故籍有什么？	空调二十度	160.00
2018	pos/cmd_2018.wav	是完全不负责任的。	关掉智控温	160.00
2019	pos/cmd_2019.wav	关闭节能模式。	关闭节能模式	0.00
2020	pos/cmd_2020.wav	发关节空调。	关机空调	50.00
2021	pos/cmd_2021.wav	的地位， 我数字都，	风速自动	175.00
2022	pos/cmd_2022.wav	我命需要将 AM 开成。	便秘适宜吃什么	128.57
2023	pos/cmd_2023.wav	千五百四十六元。	风速自动	175.00
2024	pos/cmd_2024.wav	吃什么有利于儿童一股？	吃什么有利于儿童	25.00
2025	pos/cmd_2025.wav	便秘不推荐吃什么食物。	便秘不推荐吃什么食物	0.00
2026	pos/cmd_2026.wav	风量小一点。	风量小一点	0.00
2027	pos/cmd_2027.wav	吃什么有利于补铁的？	吃什么有利于补铁	12.50
2028	pos/cmd_2028.wav	方向向左。	风向向左	25.00
2029	pos/cmd_2029.wav	风往中间吹。	风往中间吹	0.00
2030	pos/cmd_2030.wav	父亲又是什么？ 好，	腹泻要吃什么好	57.14
2031	pos/cmd_2031.wav	风量最小儿，	风量最小	25.00
2032	pos/cmd_2032.wav	引来了大批围观的市民。	给我放乡村爱情王云	111.11
2033	pos/cmd_2033.wav	哺乳期适宜吃什么？	哺乳期适宜吃什么	0.00
2034	pos/cmd_2034.wav	太热了， 不用。	太热了	66.67
2035	pos/cmd_2035.wav	请把方备箱右边。	请把风摆向右边	42.86
2036	pos/cmd_2036.wav	夏季兵适宜吃什么？	脚气病适宜吃什么	37.50
2037	pos/cmd_2037.wav	和董事会之间的权限。	风速二十	225.00
2038	pos/cmd_2038.wav	儿童适合吃什么？	儿童适合吃什么	0.00
2039	pos/cmd_2039.wav	关闭屏幕。	关闭屏幕	0.00
2040	pos/cmd_2040.wav	当年同年的博尔特，	打开屏幕	200.00
2041	pos/cmd_2041.wav	开启防直贴模式。	开启防直吹模式	14.29
2042	pos/cmd_2042.wav	关闭生活模式。	关闭ECO模式	42.86
2043	pos/cmd_2043.wav	是拉力显示屏。	关闭显示屏	60.00
2044	pos/cmd_2044.wav	打开显示屏。	打开显示屏	0.00
2045	pos/cmd_2045.wav	播放吐槽大会，	播放吐槽大会	0.00
2046	pos/cmd_2046.wav	八方汽车和环境。	更年期要少吃什么	100.00
2047	pos/cmd_2047.wav	开到二十度，	开到二十度	0.00
2048	pos/cmd_2048.wav	管理执法推动会议。	播放安养曲	160.00
2049	pos/cmd_2049.wav	鲜蜜妇推荐吃什么食物啊？	便秘不推荐吃什么食物	40.00
2050	pos/cmd_2050.wav	谢谢点亮。	开开空调	100.00
2051	pos/cmd_2051.wav	播放卡尔经典绘本音频，	播放卡尔经典绘本音频	0.00
2052	pos/cmd_2052.wav	专家， 温度调到二十， 谢谢温室。	温度调到二十七	85.71
2053	pos/cmd_2053.wav	关闭节能模式。 i，	关闭节能模式	16.67
2054	pos/cmd_2054.wav	温速调到百分之八十。	风速调到百分之八十	11.11
2055	pos/cmd_2055.wav	播放鹅妈妈，	播放鹅妈妈童谣黄本	44.44
2056	pos/cmd_2056.wav	防止吹膜式。	防直吹模式	40.00
2057	pos/cmd_2057.wav	减前面放开二孩。	减小风量	150.00
2058	pos/cmd_2058.wav	关掉睡眠。	关掉睡眠	0.00
2059	pos/cmd_2059.wav	否诉嘴笑？	风速最小	100.00
2060	pos/cmd_2060.wav	涉些操纵市场， 那傻瓜。	开启无风模式	150.00
2061	pos/cmd_2061.wav	关一下空调检查。	关一下空调	40.00
2062	pos/cmd_2062.wav	该滤网的步骤对，	拆滤网的步骤	33.33
2063	pos/cmd_2063.wav	开启智控， 我先在，	开启智控温	60.00
2064	pos/cmd_2064.wav	把温度调到十九度。	把温度调到十九度	0.00
2065	pos/cmd_2065.wav	被超级神话的潜力，	空调二十度	160.00
2066	pos/cmd_2066.wav	减肥吃什么有好处？	减肥吃什么有好处	0.00
2067	pos/cmd_2067.wav	开启至清洁。	开启智清洁	20.00
2068	pos/cmd_2068.wav	互联网空调十九度法音。	空调十九度	100.00
2069	pos/cmd_2069.wav	五爱短永爱的花开。	播放我爱幼儿园全	100.00
2070	pos/cmd_2070.wav	s 的新增业务模式。	ECO模式	120.00
2071	pos/cmd_2071.wav	你是有个模式。	ECO模式	80.00
2072	pos/cmd_2072.wav	下子蛋棉签呀。	开启睡眠模式	100.00
2073	pos/cmd_2073.wav	关掉自控温。	关掉智控温	20.00
2074	pos/cmd_2074.wav	高血压适宜吃什么？	高血压适宜吃什么	0.00
2075	pos/cmd_2075.wav	员出示微信支付的条形码。	把空调关上	220.00
2076	pos/cmd_2076.wav	黄色吃什么一系列恐怖？	防辐射吃什么合适	100.00
2077	pos/cmd_2077.wav	出风口设置最上，	出风口设置最上	0.00
2078	pos/cmd_2078.wav	只能节流今天撒风。	往中间扫风	140.00
2079	pos/cmd_2079.wav	已经有设施比较。	防直吹	233.33
2080	pos/cmd_2080.wav	儿童适合吃什么呢？	儿童适合吃什么	14.29
2081	pos/cmd_2081.wav	或销售手机的计划。	风速调高	200.00
2082	pos/cmd_2082.wav	关掉睡眠。	关掉睡眠	0.00
2083	pos/cmd_2083.wav	空调送风模式。	空调送风模式	0.00
2084	pos/cmd_2084.wav	胆固醇膏不能吃什么？	胆固醇高不能吃什么	11.11
2085	pos/cmd_2085.wav	风速成了对小风被兄弟。	风速调到最小风	85.71
2086	pos/cmd_2086.wav	中的会找到新地，	关机空调	175.00
2087	pos/cmd_2087.wav	样子空调调到来一首， 我的要求不算，	空调调到送风模式	137.50
2088	pos/cmd_2088.wav	五十六米七的桥播放音乐谢谢你的爱。	播放小球听民乐数字歌	150.00
2089	pos/cmd_2089.wav	开到十六度。	开到十六度	0.00
2090	pos/cmd_2090.wav	播放前一段时间， 因为正在治。	播放童音版唐诗	142.86
2091	pos/cmd_2091.wav	儿童要少吃什么？	儿童要少吃什么	0.00
2092	pos/cmd_2092.wav	截至目前， 一线，	启动自动模式	100.00
2093	pos/cmd_2093.wav	空调十六度。	空调十六度	0.00
2094	pos/cmd_2094.wav	打开屏幕，	打开屏幕	0.00
2095	pos/cmd_2095.wav	分速开到最大。	风速开到最大	16.67
2096	pos/cmd_2096.wav	加拿大现装。	风速开到最大	100.00
2097	pos/cmd_2097.wav	吃什么原你满红年轻人？	吃什么可以补铁	100.00
2098	pos/cmd_2098.wav	调到二十八度保温。	调到二十八度	33.33
2099	pos/cmd_2099.wav	开启自动模式。	开启自动模式	0.00
2100	pos/cmd_2100.wav	风速调到百分之三十。	风速调到百分之三十	0.00
2101	pos/cmd_2101.wav	感冒不能吃什么食物？	感冒不能吃什么食物	0.00
2102	pos/cmd_2102.wav	关掉直播门。	关掉智控温	60.00
2103	pos/cmd_2103.wav	播放胖哥电影说。	播放胖哥电影说	0.00
2104	pos/cmd_2104.wav	我也吃什么好，	补铁吃什么好	33.33
2105	pos/cmd_2105.wav	播放乐乐讲故事第三季。	播放乐乐讲故事第三季	0.00
2106	pos/cmd_2106.wav	开启一艘。	开启ECO	60.00
2107	pos/cmd_2107.wav	把温度调到二十六度。	把温度调到二十六度	0.00
2108	pos/cmd_2108.wav	科技有意识， 我想听。	科技有意思我想听	12.50
2109	pos/cmd_2109.wav	儿童补外一千，	儿童不能吃什么	71.43
2110	pos/cmd_2110.wav	带你高速五十。	风速五十	75.00
2111	pos/cmd_2111.wav	开启制冷模式。	开启制冷模式	0.00
2112	pos/cmd_2112.wav	调到抽湿模式。	调到抽湿模式	0.00
2113	pos/cmd_2113.wav	才能培养出这样天才的运动。	把温度调到二十一度	133.33
2114	pos/cmd_2114.wav	土地储备等携守三千亿。	风速九十	250.00
2115	pos/cmd_2115.wav	一天会放鬼畜嬉闹进去。	播放鬼畜洗脑神曲	87.50
2116	pos/cmd_2116.wav	互联的技术手段并不难。	儿童适合吃什么	142.86
2117	pos/cmd_2117.wav	游泳眼镜的基础带，	风量调小	200.00
2118	pos/cmd_2118.wav	来滤网的是我嗯，	拆滤网的步骤	66.67
2119	pos/cmd_2119.wav	开到二十一度。	开到二十一度	0.00
2120	pos/cmd_2120.wav	柯林给我们带来了家里的消，	儿童不能吃什么	171.43
2121	pos/cmd_2121.wav	风速调到最大。	风速调到最大	0.00
2122	pos/cmd_2122.wav	谢谢你们向我汇报此事。	风向调到下边	150.00
2123	pos/cmd_2123.wav	是什么时候？ 鲁鲁期泰拳赛？	吃什么适合哺乳期	100.00
2124	pos/cmd_2124.wav	风速一百。	风速一百	0.00
2125	pos/cmd_2125.wav	高血脂不适合吃什么？	高血脂不适合吃什么	0.00
2126	pos/cmd_2126.wav	城市人工宣传，	吃什么可以补铁	100.00
2127	pos/cmd_2127.wav	关闭先风模式。	关闭新风模式	16.67
2128	pos/cmd_2128.wav	这就是小开一人吃。	风小一点	150.00
2129	pos/cmd_2129.wav	开启自动模式。	开启自动模式	0.00
2130	pos/cmd_2130.wav	开启之不温。	开启智控温	40.00
2131	pos/cmd_2131.wav	开到二十三度。	开到二十三度	0.00
2132	pos/cmd_2132.wav	开启追蚊模式。 有一个，	开启睡眠模式	83.33
2133	pos/cmd_2133.wav	对马个。	把温度调到二十八度	100.00
2134	pos/cmd_2134.wav	出现异常声响。	出现异常声响	0.00
2135	pos/cmd_2135.wav	播放女神的贴身高手。	播放女神的贴身高手	0.00
2136	pos/cmd_2136.wav	开屏幕。	开屏幕	0.00
2137	pos/cmd_2137.wav	打开睡眠模式。	打开睡眠模式	0.00
2138	pos/cmd_2138.wav	空调十六度。	空调十六度	0.00
2139	pos/cmd_2139.wav	关闭左右风。	关闭左右风	0.00
2140	pos/cmd_2140.wav	司机主要投向资，	低速风	233.33
2141	pos/cmd_2141.wav	把温度调到二十度。	把温度调到二十度	0.00
2142	pos/cmd_2142.wav	空调左右摆风。	空调左右摆风	0.00
2143	pos/cmd_2143.wav	备孕有什么饮食禁忌？	备孕有什么饮食禁忌	0.00
2144	pos/cmd_2144.wav	风速调到最小。	风速调到最小	0.00
2145	pos/cmd_2145.wav	腹泻适宜吃什么？	腹泻适宜吃什么	0.00
2146	pos/cmd_2146.wav	播放巴赫初级钢琴曲。	播放巴赫初级钢琴曲	0.00
2147	pos/cmd_2147.wav	开启除湿模式。	开启除湿模式	0.00
2148	pos/cmd_2148.wav	开启睡眠模式， 我让，	开启睡眠模式	33.33
2149	pos/cmd_2149.wav	降低一度，	降低一度	0.00
2150	pos/cmd_2150.wav	方向中间吹。	风向中间吹	20.00
2151	pos/cmd_2151.wav	也弱化了三星的优势。	开到十八度	180.00
2152	pos/cmd_2152.wav	飞机改进改型和市场推广。	开启除湿模式	183.33
2153	pos/cmd_2153.wav	风向调到上性较差。	风向调到上边	50.00
2154	pos/cmd_2154.wav	等多少需求帮助。	风速最低	175.00
2155	pos/cmd_2155.wav	防辐射车头是 p，	防辐射吃什么合适	62.50
2156	pos/cmd_2156.wav	关掉镜子社套， 拍不雅视频敲诈吧。	关掉节能模式	200.00
2157	pos/cmd_2157.wav	开启无风版。	开启无风感	20.00
2158	pos/cmd_2158.wav	开滤网我不懂。	拆滤网的步骤	66.67
2159	pos/cmd_2159.wav	开启制热模式。	开启制热模式	0.00
2160	pos/cmd_2160.wav	重新回归一下空调。	开下空调	125.00
2161	pos/cmd_2161.wav	开启防直吹。	开启防直吹	0.00
2162	pos/cmd_2162.wav	这指什么？ 好意啊？	便秘不推荐吃什么食物	90.00
2163	pos/cmd_2163.wav	好像来过下边。	风摆向下边	80.00
2164	pos/cmd_2164.wav	科学声音龙门阵， 我想听。	科学声音龙门阵我想听	0.00
2165	pos/cmd_2165.wav	七十五， 只有一十三。	产妇适合吃哪些食物	100.00
2166	pos/cmd_2166.wav	开启， 防止车上不停。	开启防直吹	100.00
2167	pos/cmd_2167.wav	科技情报局， 我想特情。	科技情报局我想听	25.00
2168	pos/cmd_2168.wav	指标被下达独特例。	便秘适合吃哪些食物	100.00
2169	pos/cmd_2169.wav	均是避孕药少吃什么幺三。	备孕要少吃什么	85.71
2170	pos/cmd_2170.wav	风摆向右边。	风摆向右边	0.00
2171	pos/cmd_2171.wav	还有水。	往右吹	100.00
2172	pos/cmd_2172.wav	更年期适合吃什么呢？	更年期适合吃什么	12.50
2173	pos/cmd_2173.wav	播放少儿版红楼梦，	播放少儿版红楼梦	0.00
2174	pos/cmd_2174.wav	半土含猪狗。	ECO模式	100.00
2175	pos/cmd_2175.wav	关掉节能模式。	关掉节能模式	0.00
2176	pos/cmd_2176.wav	开到十六度。	开到十六度	0.00
2177	pos/cmd_2177.wav	播放大红妈妈精心讲绘本。	播放大红妈妈精心讲绘本	0.00
2178	pos/cmd_2178.wav	把温度调到二十七度。	把温度调到二十七度	0.00
2179	pos/cmd_2179.wav	百温之八到十七度。	把温度调到二十七度	44.44
2180	pos/cmd_2180.wav	开启最新节电视，	开启智清洁	100.00
2181	pos/cmd_2181.wav	吃哪些食物有利于腹泻？	吃哪些食物有利于腹泻	0.00
2182	pos/cmd_2182.wav	游游戏空 en， 我确实去过。	开启智控温	220.00
2183	pos/cmd_2183.wav	因为我们在，	播放伟人	125.00
2184	pos/cmd_2184.wav	打开省电模式。	打开省电模式	0.00
2185	pos/cmd_2185.wav	打开信粉模式。	打开新风模式	33.33
2186	pos/cmd_2186.wav	与小朋友玩的不，	开启智清洁	140.00
2187	pos/cmd_2187.wav	开到十七度。	开到十七度	0.00
2188	pos/cmd_2188.wav	有吃什么有利于脂肪肝？	吃什么有利于脂肪肝	11.11
2189	pos/cmd_2189.wav	吃什么有利于防辐射？	吃什么有利于防辐射	0.00
2190	pos/cmd_2190.wav	对长沙马拉松也有着特殊的感感觉。	关掉智清洁	300.00
2191	pos/cmd_2191.wav	什么？ 打开冷风， 周慧玉，	打开冷风	125.00
2192	pos/cmd_2192.wav	把温度调到二十九度。	把温度调到二十九度	0.00
2193	pos/cmd_2193.wav	风向调到右边。	风向调到右边	0.00
2194	pos/cmd_2194.wav	产妇哪些食物需要忌口？	产妇哪些食物需要忌口	0.00
2195	pos/cmd_2195.wav	可以用 BQBT。	备孕有什么饮食禁忌	100.00
2196	pos/cmd_2196.wav	把温度调到二十五度， 并将，	把温度调到二十五度	22.22
2197	pos/cmd_2197.wav	今年大雨， 我想听。	锋言疯语我想听	57.14
2198	pos/cmd_2198.wav	放首粤语歌吧。	放首粤语歌吧	0.00
2199	pos/cmd_2199.wav	播放苗高楼，	播放聊音乐	60.00
2200	pos/cmd_2200.wav	企业的成本约束。	关闭显示屏	140.00
2201	pos/cmd_2201.wav	王丽章介绍。	减小风量	125.00
2202	pos/cmd_2202.wav	播放技术人员也主要是，	防脱发推荐吃哪些食物	100.00
2203	pos/cmd_2203.wav	讲个铭人故事吧。	讲个名人故事吧	14.29
2204	pos/cmd_2204.wav	播放激情手工词选集。	播放激情手风琴曲选集	30.00
2205	pos/cmd_2205.wav	备孕适合吃什么？	备孕适合吃什么	0.00
2206	pos/cmd_2206.wav	歌吧， 今年里。	放首歌吧	125.00
2207	pos/cmd_2207.wav	风速开到最小。	风速开到最小	0.00
2208	pos/cmd_2208.wav	是什么节日？	护发吃什么好	83.33
2209	pos/cmd_2209.wav	打开显示屏。	打开显示屏	0.00
2210	pos/cmd_2210.wav	a 放乳腺如果一定要记得，	黑发哪些食物需要忌口	100.00
2211	pos/cmd_2211.wav	风程调高一点。	风速调高一点	16.67
2212	pos/cmd_2212.wav	是三点钟。	关下空调	100.00
2213	pos/cmd_2213.wav	是什么时候做日期？	吃什么适合哺乳期	62.50
2214	pos/cmd_2214.wav	才很高温度调大还差虚拟现实技术。	把温度调到二十五度	133.33
2215	pos/cmd_2215.wav	播放我爸爸， 我妈妈。	播放我爸爸我妈妈	0.00
2216	pos/cmd_2216.wav	公诉人大一点。 报，	风速调大一点	66.67
2217	pos/cmd_2217.wav	在完全自由的资本流动，	开一下空调	200.00
2218	pos/cmd_2218.wav	把空调关闭。	把空调关闭	0.00
2219	pos/cmd_2219.wav	打开节能模式。	打开节能模式	0.00
2220	pos/cmd_2220.wav	好， 行， 谢谢。	风向向下	100.00
2221	pos/cmd_2221.wav	去泽安电信局。	打开ECO模式	100.00
2222	pos/cmd_2222.wav	价格四十就算，	开到二十六度	83.33
2223	pos/cmd_2223.wav	打开睡眠模式。	打开睡眠模式	0.00
2224	pos/cmd_2224.wav	混乱博物馆张开口要十五。	混乱博物馆我想听	75.00
2225	pos/cmd_2225.wav	管一下大葱丁。	加大风量	125.00
2226	pos/cmd_2226.wav	纪存希当选中国戏剧家协会主。	风速调自动	260.00
2227	pos/cmd_2227.wav		调到十七度	100.00
2228	pos/cmd_2228.wav	混乱博物馆， 我想听。	混乱博物馆我想听	0.00
2229	pos/cmd_2229.wav	蛟河市中医院，	拆滤网的步骤	100.00
2230	pos/cmd_2230.wav	风向上吹。	风向上吹	0.00
2231	pos/cmd_2231.wav	便秘不适合吃什么？	便秘不适合吃什么	0.00
2232	pos/cmd_2232.wav	嗯， 媒媒体监督。	风摆向左边	120.00
2233	pos/cmd_2233.wav	给我放劲爆歌曲。	给我放劲爆歌曲	0.00
2234	pos/cmd_2234.wav	开启防直吹。	开启防直吹	0.00
2235	pos/cmd_2235.wav	把分数调大一点。	把风速调大一点	28.57
2236	pos/cmd_2236.wav	减肥吃什么？ 好啊，	减肥吃什么好	16.67
2237	pos/cmd_2237.wav	风速七十，	风速七十	0.00
2238	pos/cmd_2238.wav	你的方号是密码的。	播放神笔马良	133.33
2239	pos/cmd_2239.wav	开启一下， 帮我把，	开启ECO	100.00
2240	pos/cmd_2240.wav	播放墨子苏，	播放墨子苏	0.00
2241	pos/cmd_2241.wav	电视间也始， 我想听。	电竞编年史我想听	50.00
2242	pos/cmd_2242.wav	目前开启长直推。	开启防直吹	80.00
2243	pos/cmd_2243.wav	播放我爸爸， 我妈妈。	播放我爸爸我妈妈	0.00
2244	pos/cmd_2244.wav	开启智控温。	开启智控温	0.00
2245	pos/cmd_2245.wav	防脱发推荐吃哪些食物？	防脱发推荐吃哪些食物	0.00
2246	pos/cmd_2246.wav	腹泻要吃什么好？	腹泻要吃什么好	0.00
2247	pos/cmd_2247.wav	方向下吹两会。	风向下吹	75.00
2248	pos/cmd_2248.wav	规境因为是遭遇危机，	便秘适宜吃什么	128.57
2249	pos/cmd_2249.wav	把温度调到十六度。	把温度调到十六度	0.00
2250	pos/cmd_2250.wav	开一下空调。	开一下空调	0.00
2251	pos/cmd_2251.wav	但是行政区域内的，	把温度调到三十度	100.00
2252	pos/cmd_2252.wav	备孕适合吃什么？	备孕适合吃什么	0.00
2253	pos/cmd_2253.wav	操控， 而孩尔加魅族。	温度调到二十五度	100.00
2254	pos/cmd_2254.wav	开启智控温。	开启智控温	0.00
2255	pos/cmd_2255.wav	关掉节能模式。	关掉节能模式	0.00
2256	pos/cmd_2256.wav	不能要求退毒。	左右摆动	150.00
2257	pos/cmd_2257.wav	播放正能量纯音乐。	播放正能量纯音乐	0.00
2258	pos/cmd_2258.wav	关闭无络进行控制。	关闭无风模式	83.33
2259	pos/cmd_2259.wav	加热故障。	加热故障	0.00
2260	pos/cmd_2260.wav	放手给到自动。	风速调到自动	50.00
2261	pos/cmd_2261.wav	关机空调，	关机空调	0.00
2262	pos/cmd_2262.wav	和空乏的概念。	风向向右	150.00
2263	pos/cmd_2263.wav	我是青春。	播放白玉京	100.00
2264	pos/cmd_2264.wav	科技美食， 我想听。	科技美学我想听	14.29
2265	pos/cmd_2265.wav	同样会收到乐高公司生产。	把风速调到最大	142.86
2266	pos/cmd_2266.wav	这个安全反应的保障。	更年期建议吃什么	112.50
2267	pos/cmd_2267.wav	风向中间锤。	风向中间吹	20.00
2268	pos/cmd_2268.wav	抗衰老一定吃哪些食物？	抗衰老推荐吃哪些食物	20.00
2269	pos/cmd_2269.wav	温度调到十七度。	温度调到十七度	0.00
2270	pos/cmd_2270.wav	全媒体记者陈勇，	播放青少新概念	100.00
2271	pos/cmd_2271.wav	风速调到百分之十。	风速调到百分之十	0.00
2272	pos/cmd_2272.wav	关闭 ECO 模式。	关闭ECO模式	0.00
2273	pos/cmd_2273.wav	播放青少年概念。	播放青少新概念	14.29
2274	pos/cmd_2274.wav	的鞋子不能吃什么？	哺乳期不能吃什么	37.50
2275	pos/cmd_2275.wav	也明显回升。	风速十	166.67
2276	pos/cmd_2276.wav	二呀随便来一首阴天。	混乱博物馆我想听	112.50
2277	pos/cmd_2277.wav	也是难点之一。	开到二十度	120.00
2278	pos/cmd_2278.wav	骨质疏松不适宜吃什么？	骨质疏松不适宜吃什么	0.00
2279	pos/cmd_2279.wav	打开左右风屏。	打开左右风	20.00
2280	pos/cmd_2280.wav	风速调到声。	风速调大	50.00
2281	pos/cmd_2281.wav	出风口设置最下。	出风口设置最下	0.00
2282	pos/cmd_2282.wav	黑发吃什么好？	黑发吃什么好	0.00
2283	pos/cmd_2283.wav	没来我我中的工作部。	播放我爱幼儿园全	100.00
2284	pos/cmd_2284.wav	一线城市，	播放正能量纯音乐	100.00
2285	pos/cmd_2285.wav	给我放九零八零乐台。	给我放九零八零乐团	11.11
2286	pos/cmd_2286.wav	把温度调到二十五度， 重点。	把温度调到二十五度	22.22
2287	pos/cmd_2287.wav	关点睡眠啊。	关掉睡眠	50.00
2288	pos/cmd_2288.wav	开启方直吹模式。	开启防直吹模式	14.29
2289	pos/cmd_2289.wav	名单无风模式。	关掉无风模式	33.33
2290	pos/cmd_2290.wav	关闭节能模式。	关闭节能模式	0.00
2291	pos/cmd_2291.wav	给我讲三百六十五回书。	给我讲三百六十五读书	10.00
2292	pos/cmd_2292.wav	打开扫风。	打开扫风	0.00
2293	pos/cmd_2293.wav	大连远洋运输公司。	把风速调大一点	114.29
2294	pos/cmd_2294.wav	东道感冒不可以吃很断。	感冒不可以吃什么	50.00
2295	pos/cmd_2295.wav	儿童的原因则被认为，	儿童不能吃什么	100.00
2296	pos/cmd_2296.wav	界口却并不清晰。	开到二十五度	116.67
2297	pos/cmd_2297.wav	开启除湿模式。	开启除湿模式	0.00
2298	pos/cmd_2298.wav	把温度调到十七度。	把温度调到十七度	0.00
2299	pos/cmd_2299.wav	各方面令哪些食物好处？	儿童吃哪些食物有好处	50.00
2300	pos/cmd_2300.wav	关闭省电模式。	关闭省电模式	0.00
2301	pos/cmd_2301.wav	选择了播放美国语音 EFC 时。	播放美国语文第四册	88.89
2302	pos/cmd_2302.wav	手表也一直有自己的认知。	给我放桃花诺	183.33
2303	pos/cmd_2303.wav	请播放专辑。	播放专注	50.00
2304	pos/cmd_2304.wav	就看师范医院。	打开无风模式	100.00
2305	pos/cmd_2305.wav	机器人的还是不太多。	启动制热模式	150.00
2306	pos/cmd_2306.wav	吃什么？ 有些房企撑死半年多。	吃什么有利于脂肪肝	88.89
2307	pos/cmd_2307.wav	科技不怕问我， 想听。	科技不怕问我想听	0.00
2308	pos/cmd_2308.wav	打开冷相关公司。	打开冷风	100.00
2309	pos/cmd_2309.wav	播放恐龙来了。	播放恐龙来了	0.00
2310	pos/cmd_2310.wav	微软来自 windows 的营收。	关闭节能模式	233.33
2311	pos/cmd_2311.wav	汇中方元庆中餐厅。	备孕不推荐吃什么	100.00
2312	pos/cmd_2312.wav	分数调到百分之五十。	风速调到百分之五十	22.22
2313	pos/cmd_2313.wav	风速调到最小。	风速调到最小	0.00
2314	pos/cmd_2314.wav	儿童要少吃什么？	儿童要少吃什么	0.00
2315	pos/cmd_2315.wav	安胎不适合吃什么。	安胎不适合吃什么	0.00
2316	pos/cmd_2316.wav	风速调到百分之百。	风速调到百分之百	0.00
2317	pos/cmd_2317.wav	打开节能模式。	打开节能模式	0.00
2318	pos/cmd_2318.wav	开一下空调。	开一下空调	0.00
